
2022-05-12 09:26:40 : getBrands|[]|{"status":"Error","msg":"","timeStamp":"2022-05-12 09:26:40"}

2022-05-12 10:49:19 : Login|{"loginUserName":"nurish@test.com.my","password":"admin123","apiKey":"ddf6842084aae5011d0d927ee707bf2d","userName":"fptTest"}|{"status":"Success","msg":{"userId":"41","role":"admin"},"timeStamp":"2022-05-12 10:49:19","page":"dashboard"}

2022-05-12 10:49:24 : getChannelPartnerStore|{"userName":"fptTest","apiKey":"ddf6842084aae5011d0d927ee707bf2d","channelPartnerId":"*"}|{"status":"Success","msg":[{"id":"166","name":"Samsung","storeCode":"10","channelPartnerId":"3","address":"123","city":"ABC","district":"ABC","state":"ABC","postcode":"1234","country":"3","operatingHour":"8","category":"telco","mobile":"123456789","email":"samsung@test.com","isRelative":null,"image":null,"isDeleted":"0","createdDate":"2022-03-15 16:05:47","modifiedDate":"2022-03-15 16:05:47","createdBy":"36","modifiedBy":"36","partnerName":"Samsung","countryName":"Vietnam","currencyName":"VND","createrName":"Pavitra","modifierName":"Pavitra"},{"id":"165","name":"Test store","storeCode":"100","channelPartnerId":"2","address":"Vaishali Nagar","city":"Jaipur","district":"District","state":"RJ","postcode":"302022","country":"1","operatingHour":"8","category":"telco","mobile":"9900776655","email":"tcs@gmail.com","isRelative":null,"image":null,"isDeleted":"1","createdDate":"2021-06-28 18:07:03","modifiedDate":"2021-06-28 18:07:03","createdBy":"19","modifiedBy":"19","partnerName":"Test channel partner","countryName":"Malaysia","currencyName":"Ringgit","createrName":"Ankur Soni","modifierName":"Ankur Soni"},{"id":"123","name":"FPT Store Demo","storeCode":"1","channelPartnerId":"1","address":"Vietnam","city":"Vietnam","district":"Vietnam","state":"Vietnam","postcode":"00000","country":"3","operatingHour":"09AM-06PM","category":"oem","mobile":"0000000000","email":"fptstoredemo@mail.com","isRelative":null,"image":null,"isDeleted":"1","createdDate":"2021-10-01 19:19:00","modifiedDate":"2021-10-01 19:19:00","createdBy":"19","modifiedBy":"19","partnerName":"fpt","countryName":"Vietnam","currencyName":"Ringgit","createrName":"Ankur Soni","modifierName":"Ankur Soni"}]}

2022-05-12 10:56:55 : downloadCustomerMAFC|{"userName":"fptTest","apiKey":"ddf6842084aae5011d0d927ee707bf2d","programId":"4"}|{"status":"Error","msg":"No Data Found","timeStamp":"2022-05-12 10:56:55"}

2022-05-12 10:56:55 : getCustomerv2ByProgram|{"userName":"fptTest","apiKey":"ddf6842084aae5011d0d927ee707bf2d","programId":"4"}|{"status":"Success","msg":{"count":12,"data":[{"id":"4","status":"In-Progress","blockDate":null,"dob":"1996-12-01T17:00:00.000Z","sex":"M","fName":"C\u01af\u1edcNG","lName":"L\u00ca","mName":"\u0110\u1ea0I","mobile":"0899302323","shopId":"31299","agentId":"35424","msgName":"checkCustomer","partnerId":"COMP","nationalId":"025627490","productType":"CDLPIL","agentContact":"18006601","nationalExtra":"","name":"C\u01af\u1edcNG \u0110\u1ea0I L\u00ca"},{"id":"5","status":"In-Progress","blockDate":null,"dob":"1975-06-26T17:00:00.000Z","sex":"M","fName":"CH\u00c2U","lName":"NGUY\u1ec4N","mName":"H\u1ed2NG","mobile":"0937359999","shopId":"30839","agentId":"39203","msgName":"checkCustomer","partnerId":"COMP","nationalId":"056075000172","productType":"CDLPIL","agentContact":"18006601","nationalExtra":"056075000172","name":"CH\u00c2U H\u1ed2NG NGUY\u1ec4N"},{"id":"6","status":"In-Progress","blockDate":null,"dob":"1983-01-02T17:00:00.000Z","sex":"F","fName":"TI\u00caN","lName":"\u0110\u1eb6NG","mName":"TH\u1eca TH\u1ee6Y","mobile":"0908880644","shopId":"30839","agentId":"30340","msgName":"checkCustomer","partnerId":"COMP","nationalId":"079183001560","productType":"CDLPIL","agentContact":"18006601","nationalExtra":"079183001560","name":"TI\u00caN TH\u1eca TH\u1ee6Y \u0110\u1eb6NG"},{"id":"7","status":"In-Progress","blockDate":null,"dob":"1983-04-10T17:00:00.000Z","sex":"F","fName":"TH\u1eaeM","lName":"NG\u00d4","mName":"H\u1ed2NG","mobile":"0347559727","shopId":"30873","agentId":"35506","msgName":"checkCustomer","partnerId":"COMP","nationalId":"084183009400","productType":"CDLPIL","agentContact":"18006601","nationalExtra":"084183009400","name":"TH\u1eaeM H\u1ed2NG NG\u00d4"},{"id":"8","status":"In-Progress","blockDate":null,"dob":"2003-05-26T17:00:00.000Z","sex":"M","fName":"ANH","lName":"NGUY\u1ec4N","mName":"XU\u00c2N","mobile":"0704601491","shopId":"31435","agentId":"34051","msgName":"checkCustomer","partnerId":"COMP","nationalId":"089203012463","productType":"CDLPIL","agentContact":"18006601","nationalExtra":"089203012463","name":"ANH XU\u00c2N NGUY\u1ec4N"},{"id":"9","status":"In-Progress","blockDate":null,"dob":"1978-03-12T17:00:00.000Z","sex":"M","fName":"H\u1ea2I","lName":"NGUY\u1ec4N","mName":"MINH","mobile":"0961630830","shopId":"31311","agentId":"34570","msgName":"checkCustomer","partnerId":"COMP","nationalId":"026078012293","productType":"CDLPIL","agentContact":"18006601","nationalExtra":"026078012293","name":"H\u1ea2I MINH NGUY\u1ec4N"},{"id":"10","status":"In-Progress","blockDate":null,"dob":"1990-10-16T17:00:00.000Z","sex":"M","fName":"D\u01af\u01a0NG","lName":"\u0110INH","mName":"H\u1ea2I","mobile":"0788888123","shopId":"30945","agentId":"20791","msgName":"checkCustomer","partnerId":"COMP","nationalId":"036090011488","productType":"CDLPIL","agentContact":"18006601","nationalExtra":"036090011488","name":"D\u01af\u01a0NG H\u1ea2I \u0110INH"},{"id":"11","status":"In-Progress","blockDate":null,"dob":"1992-12-12T17:00:00.000Z","sex":"M","fName":"THI","lName":"NG\u00d4","mName":"NGUY\u1ec4N \u0110\u0102NG","mobile":"0906784408","shopId":"30860","agentId":"36255","msgName":"checkCustomer","partnerId":"COMP","nationalId":"079092026844","productType":"CDLPIL","agentContact":"18006601","nationalExtra":"079092026844","name":"THI NGUY\u1ec4N \u0110\u0102NG NG\u00d4"},{"id":"12","status":"In-Progress","blockDate":null,"dob":"1993-08-31T17:00:00.000Z","sex":"F","fName":"L\u00dd","lName":"LA","mName":"TH\u1eca","mobile":"0377723320","shopId":"30927","agentId":"22030","msgName":"checkCustomer","partnerId":"COMP","nationalId":"371479000","productType":"CDLPIL","agentContact":"18006601","nationalExtra":"","name":"L\u00dd TH\u1eca LA"},{"id":"13","status":"In-Progress","blockDate":null,"dob":"1995-07-23T17:00:00.000Z","sex":"M","fName":"ANH","lName":"NGUY\u1ec4N","mName":"NAM","mobile":"0986658912","shopId":"31339","agentId":"34204","msgName":"checkCustomer","partnerId":"COMP","nationalId":"001095044798","productType":"CDLPIL","agentContact":"18006601","nationalExtra":"001095044798","name":"ANH NAM NGUY\u1ec4N"},{"id":"14","status":"In-Progress","blockDate":null,"dob":"1992-11-24T17:00:00.000Z","sex":"F","fName":"LINH","lName":"NG\u00d4","mName":"M\u1ef8","mobile":"0799682686","shopId":"31215","agentId":"34439","msgName":"checkCustomer","partnerId":"COMP","nationalId":"365974945","productType":"CDLPIL","agentContact":"18006601","nationalExtra":"","name":"LINH M\u1ef8 NG\u00d4"},{"id":"15","status":"In-Progress","blockDate":null,"dob":"1984-09-14T17:00:00.000Z","sex":"M","fName":"KHANG","lName":"\u0110INH","mName":"T\u1ea4N AN","mobile":"0932150984","shopId":"31226","agentId":"37236","msgName":"checkCustomer","partnerId":"COMP","nationalId":"079084005429","productType":"CDLPIL","agentContact":"18006601","nationalExtra":"079084005429","name":"KHANG T\u1ea4N AN \u0110INH"}]},"head":["id","status","blockDate","dob","sex","fName","lName","mName","mobile","shopId","agentId","msgName","partnerId","nationalId","productType","agentContact","nationalExtra","name"],"timeStamp":"2022-05-12 10:56:55"}

2022-05-12 10:57:07 : getCustomerv2ByProgram|{"userName":"fptTest","apiKey":"ddf6842084aae5011d0d927ee707bf2d","programId":"4"}|{"status":"Success","msg":{"count":12,"data":[{"id":"4","status":"In-Progress","blockDate":null,"dob":"1996-12-01T17:00:00.000Z","sex":"M","fName":"C\u01af\u1edcNG","lName":"L\u00ca","mName":"\u0110\u1ea0I","mobile":"0899302323","shopId":"31299","agentId":"35424","msgName":"checkCustomer","partnerId":"COMP","nationalId":"025627490","productType":"CDLPIL","agentContact":"18006601","nationalExtra":"","name":"C\u01af\u1edcNG \u0110\u1ea0I L\u00ca"},{"id":"5","status":"In-Progress","blockDate":null,"dob":"1975-06-26T17:00:00.000Z","sex":"M","fName":"CH\u00c2U","lName":"NGUY\u1ec4N","mName":"H\u1ed2NG","mobile":"0937359999","shopId":"30839","agentId":"39203","msgName":"checkCustomer","partnerId":"COMP","nationalId":"056075000172","productType":"CDLPIL","agentContact":"18006601","nationalExtra":"056075000172","name":"CH\u00c2U H\u1ed2NG NGUY\u1ec4N"},{"id":"6","status":"In-Progress","blockDate":null,"dob":"1983-01-02T17:00:00.000Z","sex":"F","fName":"TI\u00caN","lName":"\u0110\u1eb6NG","mName":"TH\u1eca TH\u1ee6Y","mobile":"0908880644","shopId":"30839","agentId":"30340","msgName":"checkCustomer","partnerId":"COMP","nationalId":"079183001560","productType":"CDLPIL","agentContact":"18006601","nationalExtra":"079183001560","name":"TI\u00caN TH\u1eca TH\u1ee6Y \u0110\u1eb6NG"},{"id":"7","status":"In-Progress","blockDate":null,"dob":"1983-04-10T17:00:00.000Z","sex":"F","fName":"TH\u1eaeM","lName":"NG\u00d4","mName":"H\u1ed2NG","mobile":"0347559727","shopId":"30873","agentId":"35506","msgName":"checkCustomer","partnerId":"COMP","nationalId":"084183009400","productType":"CDLPIL","agentContact":"18006601","nationalExtra":"084183009400","name":"TH\u1eaeM H\u1ed2NG NG\u00d4"},{"id":"8","status":"In-Progress","blockDate":null,"dob":"2003-05-26T17:00:00.000Z","sex":"M","fName":"ANH","lName":"NGUY\u1ec4N","mName":"XU\u00c2N","mobile":"0704601491","shopId":"31435","agentId":"34051","msgName":"checkCustomer","partnerId":"COMP","nationalId":"089203012463","productType":"CDLPIL","agentContact":"18006601","nationalExtra":"089203012463","name":"ANH XU\u00c2N NGUY\u1ec4N"},{"id":"9","status":"In-Progress","blockDate":null,"dob":"1978-03-12T17:00:00.000Z","sex":"M","fName":"H\u1ea2I","lName":"NGUY\u1ec4N","mName":"MINH","mobile":"0961630830","shopId":"31311","agentId":"34570","msgName":"checkCustomer","partnerId":"COMP","nationalId":"026078012293","productType":"CDLPIL","agentContact":"18006601","nationalExtra":"026078012293","name":"H\u1ea2I MINH NGUY\u1ec4N"},{"id":"10","status":"In-Progress","blockDate":null,"dob":"1990-10-16T17:00:00.000Z","sex":"M","fName":"D\u01af\u01a0NG","lName":"\u0110INH","mName":"H\u1ea2I","mobile":"0788888123","shopId":"30945","agentId":"20791","msgName":"checkCustomer","partnerId":"COMP","nationalId":"036090011488","productType":"CDLPIL","agentContact":"18006601","nationalExtra":"036090011488","name":"D\u01af\u01a0NG H\u1ea2I \u0110INH"},{"id":"11","status":"In-Progress","blockDate":null,"dob":"1992-12-12T17:00:00.000Z","sex":"M","fName":"THI","lName":"NG\u00d4","mName":"NGUY\u1ec4N \u0110\u0102NG","mobile":"0906784408","shopId":"30860","agentId":"36255","msgName":"checkCustomer","partnerId":"COMP","nationalId":"079092026844","productType":"CDLPIL","agentContact":"18006601","nationalExtra":"079092026844","name":"THI NGUY\u1ec4N \u0110\u0102NG NG\u00d4"},{"id":"12","status":"In-Progress","blockDate":null,"dob":"1993-08-31T17:00:00.000Z","sex":"F","fName":"L\u00dd","lName":"LA","mName":"TH\u1eca","mobile":"0377723320","shopId":"30927","agentId":"22030","msgName":"checkCustomer","partnerId":"COMP","nationalId":"371479000","productType":"CDLPIL","agentContact":"18006601","nationalExtra":"","name":"L\u00dd TH\u1eca LA"},{"id":"13","status":"In-Progress","blockDate":null,"dob":"1995-07-23T17:00:00.000Z","sex":"M","fName":"ANH","lName":"NGUY\u1ec4N","mName":"NAM","mobile":"0986658912","shopId":"31339","agentId":"34204","msgName":"checkCustomer","partnerId":"COMP","nationalId":"001095044798","productType":"CDLPIL","agentContact":"18006601","nationalExtra":"001095044798","name":"ANH NAM NGUY\u1ec4N"},{"id":"14","status":"In-Progress","blockDate":null,"dob":"1992-11-24T17:00:00.000Z","sex":"F","fName":"LINH","lName":"NG\u00d4","mName":"M\u1ef8","mobile":"0799682686","shopId":"31215","agentId":"34439","msgName":"checkCustomer","partnerId":"COMP","nationalId":"365974945","productType":"CDLPIL","agentContact":"18006601","nationalExtra":"","name":"LINH M\u1ef8 NG\u00d4"},{"id":"15","status":"In-Progress","blockDate":null,"dob":"1984-09-14T17:00:00.000Z","sex":"M","fName":"KHANG","lName":"\u0110INH","mName":"T\u1ea4N AN","mobile":"0932150984","shopId":"31226","agentId":"37236","msgName":"checkCustomer","partnerId":"COMP","nationalId":"079084005429","productType":"CDLPIL","agentContact":"18006601","nationalExtra":"079084005429","name":"KHANG T\u1ea4N AN \u0110INH"}]},"head":["id","status","blockDate","dob","sex","fName","lName","mName","mobile","shopId","agentId","msgName","partnerId","nationalId","productType","agentContact","nationalExtra","name"],"timeStamp":"2022-05-12 10:57:07"}
